EI,WI,EC,WC,EA,WA,AM,LC,MC,ND,PfW,SE,E,A,C,N,O,Test-1,Test-2,Test-3,BXI,CXI,TXI,Composite,Final Label
5.0,0.0,3.0,2.0,1.0,1.0,3.0,-0.25,4.0,3.5,4.67,2.0,21.0,28.0,23.0,20.0,17.0,42,48,46,132,130,103.0,36.14612511671336,0
3.0,0.0,3.0,2.0,2.0,0.0,4.33,0.25,4.0,4.5,4.67,2.25,16.0,29.0,22.0,17.0,22.0,42,52,46,136,130,104.0,38.59321506380331,0
4.0,0.0,3.0,2.0,1.0,2.0,3.0,-1.0,4.0,3.5,4.67,1.75,17.0,28.0,22.0,20.0,20.0,42,48,46,132,130,103.0,36.14612511671336,0
7.0,4.0,7.0,6.0,1.0,3.0,5.0,1.25,2.5,0.0,1.67,2.5,17.0,23.0,24.0,17.0,22.0,50,40,46,140,146,118.0,56.62153750389046,1
6.0,4.0,5.0,5.0,3.0,5.0,4.67,-2.75,4.25,4.0,4.67,1.25,16.0,21.0,28.0,25.0,22.0,54,52,48,160,156,128.0,76.73513849984438,2
2.0,0.0,0.0,0.0,0.0,1.0,4.33,2.5,4.75,3.0,5.0,4.5,25.0,27.0,32.0,26.0,27.0,38,54,46,130,122,96.0,27.131963896669784,0
2.0,0.0,0.0,0.0,0.0,1.0,4.33,3.5,4.75,3.5,5.0,4.25,29.0,27.0,32.0,25.0,28.0,38,56,46,132,122,96.0,28.05788982259571,0
6.0,2.0,4.0,2.0,1.0,4.0,1.67,-0.75,5.0,2.5,5.0,4.75,28.0,24.0,35.0,29.0,22.0,52,48,44,152,148,122.0,65.53843759726114,1
5.0,0.0,0.0,4.0,3.0,1.0,2.33,0.0,3.75,4.5,3.33,4.25,29.0,26.0,33.0,24.0,23.0,42,48,46,132,130,101.0,34.95564892623717,0
5.0,2.0,3.0,0.0,4.0,4.0,4.33,2.5,5.0,0.0,4.67,3.75,9.0,26.0,37.0,28.0,17.0,50,50,48,150,148,120.0,63.42203548085901,1
5.0,0.0,3.0,2.0,2.0,4.0,1.67,-0.5,5.0,4.5,2.67,4.5,27.0,21.0,34.0,26.0,18.0,46,50,44,142,136,109.0,47.28835978835979,1
4.0,4.0,4.0,2.0,0.0,5.0,1.67,2.25,4.0,1.5,1.67,2.0,19.0,20.0,22.0,14.0,25.0,50,40,46,140,146,116.0,55.43106131341426,1
2.0,0.0,2.0,0.0,0.0,3.0,0.67,2.5,4.5,0.0,4.33,4.25,33.0,25.0,37.0,25.0,18.0,40,48,48,128,128,98.0,30.33769063180828,0
5.0,0.0,5.0,1.0,1.0,4.0,2.0,-2.5,2.25,5.0,2.33,1.75,22.0,22.0,30.0,16.0,24.0,46,40,48,132,140,108.0,44.024276377217554,1
2.0,0.0,0.0,3.0,3.0,5.0,1.33,1.5,3.5,4.5,5.0,1.0,19.0,23.0,32.0,19.0,23.0,44,46,48,134,136,106.0,41.798941798941804,1
5.0,4.0,4.0,5.0,4.0,3.0,2.0,0.25,3.75,3.5,3.33,3.5,16.0,20.0,21.0,21.0,25.0,52,44,46,148,150,121.0,64.07173980703392,1
8.0,4.0,6.0,5.0,5.0,2.0,-0.67,2.0,-1.0,5.0,-3.33,3.75,21.0,16.0,18.0,18.0,21.0,50,42,46,142,146,116.0,56.356987239340185,1
4.0,1.0,1.0,3.0,4.0,5.0,1.33,-0.5,2.75,3.0,4.67,4.5,13.0,13.0,25.0,17.0,27.0,48,48,46,144,142,114.0,54.13165266106443,1
7.0,4.0,5.0,0.0,3.0,5.0,1.0,3.25,3.5,1.0,1.67,1.5,25.0,21.0,31.0,23.0,17.0,50,40,48,140,148,116.0,56.411453470277,1
7.0,4.0,4.0,1.0,3.0,8.0,4.33,3.0,2.5,4.5,4.33,-1.25,22.0,30.0,36.0,33.0,29.0,48,50,48,146,144,116.0,57.22844693432929,1
3.0,3.0,6.0,4.0,3.0,3.0,1.0,1.75,4.5,3.0,1.67,2.75,24.0,25.0,20.0,18.0,10.0,48,44,46,140,142,112.0,51.089324618736384,1
3.0,0.0,1.0,2.0,2.0,4.0,3.0,2.25,4.0,-5.0,5.0,-2.0,17.0,23.0,36.0,32.0,29.0,44,46,48,134,136,107.0,42.39417989417989,1
4.0,2.0,4.0,4.0,4.0,2.0,0.67,1.25,3.25,1.5,4.33,-0.5,24.0,23.0,24.0,19.0,17.0,52,42,46,146,150,122.0,63.7410519763461,1
4.0,1.0,1.0,4.0,7.0,5.0,-1.67,2.0,5.0,5.0,5.0,-0.25,25.0,22.0,28.0,28.0,14.0,48,48,46,144,142,114.0,54.13165266106443,1
5.0,0.0,3.0,2.0,4.0,2.0,1.0,2.5,3.25,5.0,5.0,1.25,20.0,21.0,26.0,30.0,17.0,46,46,46,138,138,110.0,47.01213818860877,1
5.0,3.0,3.0,3.0,3.0,5.0,-0.67,-0.5,2.25,5.0,1.67,2.0,29.0,16.0,34.0,26.0,18.0,48,40,44,136,140,112.0,48.25708061002179,1
4.0,1.0,1.0,0.0,2.0,2.0,2.67,2.25,3.5,4.0,5.0,4.5,24.0,29.0,27.0,26.0,21.0,38,52,46,128,122,95.0,25.61079987550576,0
3.0,3.0,3.0,3.0,3.0,2.0,1.67,1.5,4.25,1.0,0.67,3.75,25.0,28.0,22.0,21.0,11.0,44,42,46,130,134,104.0,37.77622159975101,0
5.0,2.0,4.0,1.0,2.0,6.0,3.67,-4.75,4.75,3.5,4.33,-0.25,25.0,22.0,32.0,23.0,24.0,48,48,48,144,144,115.0,55.70728291316527,1
4.0,1.0,2.0,2.0,3.0,2.0,-1.0,-1.25,0.5,3.5,4.0,1.5,19.0,22.0,34.0,34.0,14.0,42,42,46,126,130,102.0,32.77310924369748,0
4.0,2.0,5.0,3.0,1.0,3.0,1.67,-0.25,4.25,5.0,5.0,3.5,23.0,22.0,31.0,24.0,19.0,46,50,48,142,140,110.0,49.84438219732338,1
6.0,3.0,7.0,4.0,4.0,4.0,4.67,2.0,4.5,3.5,4.67,1.75,21.0,32.0,38.0,24.0,23.0,58,50,48,166,164,136.0,88.19638966697792,2
4.0,4.0,5.0,1.0,2.0,6.0,1.33,2.0,0.0,3.0,0.67,-0.5,27.0,19.0,16.0,20.0,20.0,48,38,44,134,140,112.0,47.331154684095864,1
4.0,1.0,5.0,3.0,1.0,1.0,0.0,2.75,2.25,1.0,1.67,2.75,26.0,23.0,36.0,32.0,16.0,44,40,46,128,134,104.0,36.85029567382509,0
4.0,2.0,2.0,6.0,1.0,5.0,0.67,1.75,2.25,4.5,5.0,-2.25,21.0,22.0,19.0,26.0,15.0,50,44,44,144,144,118.0,57.49299719887956,1
3.0,0.0,5.0,1.0,4.0,2.0,1.67,4.75,3.5,3.0,5.0,1.5,23.0,26.0,35.0,23.0,24.0,46,48,48,140,140,110.0,48.91845627139745,1
6.0,0.0,4.0,2.0,2.0,5.0,2.67,2.25,5.0,3.5,5.0,2.5,18.0,29.0,34.0,35.0,22.0,50,48,46,148,146,119.0,60.920479302832256,1
7.0,3.0,3.0,3.0,2.0,3.0,1.33,1.25,4.5,1.0,3.67,2.75,20.0,24.0,18.0,20.0,22.0,46,44,46,136,138,109.0,45.49097416744476,1
6.0,4.0,4.0,3.0,2.0,4.0,1.67,2.25,2.25,1.0,1.67,1.75,12.0,9.0,14.0,22.0,19.0,52,36,46,140,150,120.0,59.772798008092124,1
5.0,4.0,3.0,2.0,0.0,4.0,3.67,2.5,3.75,0.0,1.67,-2.5,18.0,10.0,14.0,17.0,27.0,48,40,46,136,142,113.0,49.83271086212263,1
5.0,2.0,4.0,3.0,1.0,1.0,1.67,0.5,4.75,4.5,4.33,4.5,21.0,24.0,28.0,24.0,26.0,46,52,48,144,140,110.0,50.7703081232493,1
4.0,3.0,2.0,0.0,5.0,4.0,2.0,0.75,2.0,4.0,1.67,4.25,27.0,23.0,33.0,29.0,24.0,50,44,44,144,144,116.0,56.30252100840337,1
5.0,2.0,5.0,2.0,1.0,3.0,2.0,2.5,4.25,3.5,5.0,2.0,25.0,28.0,17.0,21.0,17.0,46,46,46,138,138,110.0,47.01213818860877,1
4.0,3.0,4.0,3.0,5.0,0.0,2.0,2.0,4.0,3.5,5.0,2.75,30.0,25.0,23.0,16.0,7.0,50,48,44,148,144,118.0,59.344849050731405,1
6.0,2.0,6.0,7.0,0.0,1.0,1.67,1.25,3.75,3.5,4.0,2.5,21.0,31.0,35.0,21.0,26.0,50,44,46,144,146,118.0,58.4733893557423,1
3.0,3.0,5.0,8.0,4.0,3.0,1.0,-0.25,2.5,2.0,2.0,1.5,22.0,23.0,16.0,10.0,22.0,48,36,46,132,142,112.0,47.38562091503268,1
6.0,0.0,6.0,7.0,3.0,4.0,-0.33,1.25,1.5,1.5,2.67,2.75,18.0,22.0,21.0,10.0,20.0,52,40,46,144,150,121.0,62.21988795518208,1
8.0,8.0,9.0,5.0,2.0,3.0,4.0,1.0,4.0,5.0,4.0,4.25,28.0,31.0,40.0,30.0,26.0,40,56,44,136,124,100.0,33.27108621226269,0
4.0,1.0,4.0,5.0,3.0,2.0,2.67,0.75,3.0,3.0,3.0,2.75,27.0,31.0,32.0,29.0,32.0,46,46,40,138,132,108.0,42.88048552754436,1
6.0,5.0,5.0,5.0,1.0,2.0,3.67,0.25,3.25,4.5,4.0,3.25,23.0,32.0,36.0,26.0,29.0,50,50,46,150,146,119.0,61.84640522875818,1
4.0,1.0,2.0,0.0,3.0,0.0,0.0,4.25,0.0,2.5,4.67,3.5,26.0,27.0,30.0,28.0,21.0,40,46,44,126,124,98.0,27.450980392156865,0
7.0,2.0,6.0,8.0,2.0,4.0,3.67,2.0,2.25,0.5,3.67,3.25,28.0,34.0,37.0,32.0,29.0,50,42,44,142,144,118.0,56.56707127295363,1
4.0,1.0,3.0,3.0,1.0,2.0,3.67,3.5,4.25,4.5,4.0,3.25,22.0,26.0,31.0,21.0,33.0,42,54,46,138,130,101.0,37.73342670401494,0
8.0,6.0,7.0,9.0,5.0,3.0,4.0,1.0,2.75,1.0,3.33,4.25,17.0,26.0,38.0,29.0,27.0,48,48,48,144,144,115.0,55.70728291316527,1
5.0,1.0,2.0,5.0,3.0,2.0,1.33,-1.25,2.0,3.5,2.67,2.0,23.0,27.0,22.0,19.0,20.0,44,40,46,128,134,105.0,37.44553376906318,0
5.0,3.0,6.0,3.0,4.0,4.0,0.0,2.75,4.0,2.5,4.0,2.75,23.0,17.0,24.0,26.0,23.0,54,48,44,156,152,126.0,71.73202614379085,1
7.0,3.0,7.0,5.0,5.0,5.0,0.0,2.75,3.75,2.5,2.33,2.75,23.0,17.0,24.0,26.0,23.0,58,42,44,158,160,132.0,80.15094926859634,2
5.0,3.0,6.0,3.0,4.0,5.0,0.0,0.75,3.75,2.5,4.33,2.0,23.0,17.0,24.0,26.0,23.0,54,42,44,150,152,126.0,68.95424836601309,1
3.0,5.0,2.0,0.0,1.0,5.0,4.67,0.0,2.5,-0.5,4.33,0.0,24.0,20.0,40.0,16.0,24.0,46,44,50,136,142,112.0,49.23747276688454,1
5.0,2.0,2.0,4.0,2.0,3.0,2.33,-0.75,1.75,0.0,1.67,0.25,20.0,19.0,24.0,28.0,24.0,46,36,44,128,136,108.0,40.211640211640216,1
2.0,2.0,3.0,5.0,3.0,1.0,1.67,-0.25,2.25,5.0,4.67,2.5,23.0,17.0,19.0,20.0,30.0,46,44,46,136,138,110.0,46.08621226268286,1
3.0,2.0,4.0,4.0,4.0,3.0,4.0,0.0,2.75,-0.5,4.33,2.0,26.0,22.0,32.0,20.0,32.0,52,46,44,150,148,122.0,64.6125116713352,1
4.0,3.0,7.0,5.0,5.0,3.0,1.67,2.25,4.5,3.5,4.67,5.0,38.0,24.0,28.0,24.0,24.0,52,50,46,154,150,122.0,67.4447556800498,1
3.0,3.0,3.0,6.0,5.0,4.0,1.33,1.75,1.5,2.0,3.0,3.0,36.0,28.0,40.0,28.0,24.0,54,40,46,148,154,125.0,68.4134765017118,1
4.0,3.0,2.0,1.0,5.0,6.0,1.67,0.25,5.0,4.5,-2.33,3.5,36.0,28.0,32.0,20.0,36.0,50,46,44,146,144,114.0,56.037970743853094,1
4.0,5.0,5.0,5.0,5.0,3.0,1.67,2.5,3.75,5.0,1.67,4.75,28.0,20.0,24.0,24.0,20.0,52,46,44,150,148,120.0,63.42203548085901,1
6.0,4.0,4.0,1.0,5.0,5.0,3.0,2.5,2.25,3.5,5.0,0.75,28.0,23.0,40.0,40.0,22.0,54,44,46,152,154,127.0,71.45580454403984,1
4.0,4.0,6.0,8.0,5.0,3.0,-1.67,0.0,-2.5,5.0,-1.67,0.0,36.0,22.0,21.0,12.0,20.0,48,40,44,136,140,112.0,48.25708061002179,1
6.0,5.0,6.0,7.0,3.0,2.0,1.67,0.0,-2.5,5.0,-1.67,0.0,27.0,30.0,12.0,17.0,24.0,50,40,44,140,144,116.0,54.45066915655151,1
4.0,3.0,3.0,7.0,5.0,2.0,1.67,2.25,2.5,5.0,-1.67,-2.5,35.0,23.0,26.0,25.0,27.0,50,40,46,140,146,116.0,55.43106131341426,1
7.0,5.0,6.0,1.0,4.0,2.0,1.33,2.75,2.5,2.5,3.67,2.75,26.0,25.0,37.0,37.0,28.0,50,42,46,142,146,117.0,56.95222533457829,1
6.0,6.0,5.0,7.0,8.0,5.0,4.33,2.25,3.75,0.0,3.67,2.75,28.0,29.0,36.0,35.0,25.0,58,46,46,162,162,135.0,84.76890756302521,2
7.0,5.0,6.0,1.0,4.0,4.0,1.67,2.5,2.5,2.5,3.33,3.25,25.0,25.0,39.0,37.0,28.0,54,40,48,148,156,125.0,69.39386865857455,1
5.0,1.0,5.0,4.0,5.0,5.0,4.67,0.75,3.75,1.0,4.33,4.5,26.0,35.0,34.0,36.0,27.0,54,50,42,158,150,128.0,72.86803610333021,1
7.0,5.0,5.0,1.0,4.0,4.0,1.33,2.75,3.0,2.5,3.33,2.75,31.0,26.0,26.0,30.0,20.0,54,44,44,152,152,125.0,69.28493619670091,1
4.0,0.0,3.0,4.0,5.0,1.0,1.67,0.0,2.5,0.0,1.67,1.5,29.0,31.0,28.0,34.0,25.0,48,36,42,132,138,112.0,45.42483660130719,1
7.0,1.0,6.0,1.0,9.0,2.0,3.33,1.75,4.25,3.5,5.0,5.0,26.0,33.0,40.0,37.0,26.0,46,52,44,144,136,111.0,49.40476190476191,1
7.0,7.0,4.0,8.0,8.0,7.0,4.33,0.0,3.5,2.5,4.33,3.75,27.0,33.0,33.0,22.0,28.0,52,48,44,152,148,124.0,66.72891378773733,1
4.0,0.0,4.0,5.0,2.0,3.0,2.33,1.25,4.0,1.5,1.0,0.0,27.0,33.0,32.0,25.0,29.0,46,40,44,132,136,108.0,42.06349206349206,1
4.0,1.0,6.0,3.0,3.0,1.0,2.0,2.0,5.0,0.0,1.0,1.25,21.0,31.0,36.0,31.0,28.0,44,40,46,128,134,104.0,36.85029567382509,0
2.0,1.0,2.0,6.0,2.0,3.0,1.67,1.25,3.5,3.5,4.67,0.25,25.0,22.0,22.0,16.0,17.0,44,44,46,132,134,106.0,39.89262371615313,0
2.0,2.0,3.0,4.0,4.0,3.0,3.67,1.5,4.25,2.0,5.0,2.5,21.0,25.0,32.0,22.0,21.0,50,46,48,146,148,119.0,60.97494553376907,1
3.0,0.0,2.0,3.0,7.0,2.0,1.33,2.5,3.75,2.5,4.0,4.0,19.0,19.0,26.0,16.0,12.0,44,46,48,134,136,106.0,41.798941798941804,1
6.0,2.0,5.0,3.0,7.0,6.0,1.33,1.25,5.0,1.0,4.67,3.5,19.0,24.0,32.0,25.0,24.0,54,46,48,154,156,126.0,72.7668845315904,1
2.0,0.0,6.0,5.0,3.0,0.0,4.33,-0.25,4.0,0.0,1.67,2.75,23.0,17.0,19.0,20.0,30.0,46,46,46,138,138,110.0,47.01213818860877,1
3.0,3.0,2.0,2.0,3.0,2.0,2.33,2.0,4.0,1.5,3.67,-0.75,22.0,24.0,24.0,22.0,21.0,44,42,46,130,134,105.0,38.371459694989106,0
5.0,0.0,4.0,6.0,8.0,0.0,2.33,1.0,4.25,1.0,4.67,3.75,15.0,22.0,34.0,35.0,18.0,48,46,46,142,142,114.0,53.205726735138505,1
7.0,3.0,4.0,5.0,7.0,2.0,0.67,1.25,4.0,2.5,2.0,0.5,25.0,25.0,22.0,23.0,28.0,52,40,46,144,150,120.0,61.624649859943986,1
6.0,4.0,5.0,6.0,3.0,2.0,0.33,-2.0,3.5,-2.0,0.33,-1.75,22.0,21.0,13.0,23.0,21.0,50,38,46,138,146,116.0,54.50513538748833,1
4.0,2.0,4.0,5.0,2.0,3.0,0.0,0.25,3.25,4.0,4.0,0.25,24.0,25.0,21.0,21.0,24.0,48,46,46,142,142,114.0,53.205726735138505,1
3.0,2.0,2.0,3.0,3.0,5.0,0.0,0.25,3.25,5.0,3.33,2.5,25.0,20.0,21.0,28.0,21.0,48,44,44,140,140,113.0,50.70417055711174,1
6.0,8.0,6.0,6.0,9.0,5.0,1.67,-0.5,5.0,1.0,1.0,0.25,28.0,24.0,40.0,26.0,26.0,54,40,46,148,154,124.0,67.8182384064737,1
4.0,1.0,3.0,5.0,3.0,4.0,1.67,-0.25,3.75,3.5,3.67,4.0,18.0,25.0,34.0,37.0,21.0,48,46,46,142,142,113.0,52.61048863990042,1
5.0,5.0,6.0,7.0,7.0,6.0,2.0,0.25,4.25,5.0,3.33,4.5,33.0,19.0,28.0,24.0,23.0,54,50,46,158,154,125.0,73.04310613134142,1
5.0,7.0,5.0,9.0,8.0,5.0,4.0,2.5,4.5,4.0,4.33,3.5,16.0,27.0,34.0,26.0,27.0,52,54,46,158,150,124.0,70.48708372237785,1
6.0,6.0,4.0,5.0,5.0,3.0,-0.33,0.5,3.75,2.5,2.33,3.25,25.0,25.0,25.0,22.0,20.0,56,40,46,152,158,128.0,74.01182695300344,1
7.0,4.0,6.0,3.0,7.0,3.0,1.67,1.75,5.0,5.0,5.0,3.75,18.0,26.0,40.0,35.0,29.0,50,50,48,150,148,118.0,62.231559290382826,1
5.0,4.0,3.0,4.0,8.0,5.0,1.67,2.25,4.75,1.5,5.0,3.25,20.0,25.0,36.0,24.0,26.0,52,46,50,150,154,122.0,67.55368814192344,1
6.0,4.0,7.0,6.0,6.0,5.0,-1.0,-0.25,3.0,4.5,2.67,-0.25,28.0,27.0,23.0,20.0,23.0,58,44,44,160,160,133.0,81.67211328976035,2
4.0,9.0,9.0,4.0,8.0,7.0,5.0,0.5,3.75,4.0,4.67,3.25,21.0,29.0,33.0,20.0,26.0,46,52,48,144,140,112.0,51.9607843137255,1
6.0,5.0,6.0,8.0,3.0,3.0,1.33,0.0,3.0,4.0,4.0,2.75,22.0,14.0,17.0,26.0,25.0,46,48,44,140,136,110.0,46.957671957671955,1
7.0,5.0,4.0,4.0,7.0,2.0,1.33,0.75,2.0,2.0,2.0,-0.5,26.0,27.0,21.0,22.0,21.0,52,36,44,140,148,120.0,58.79240585122938,1
8.0,7.0,4.0,4.0,8.0,6.0,-0.33,4.0,1.75,4.0,4.0,3.75,17.0,33.0,34.0,28.0,29.0,54,50,44,158,152,126.0,72.65795206971679,1
6.0,7.0,8.0,7.0,9.0,7.0,2.67,3.0,3.5,1.0,0.67,1.0,25.0,25.0,33.0,21.0,26.0,52,42,48,146,152,121.0,64.12620603797075,1
5.0,0.0,4.0,6.0,5.0,4.0,1.67,1.0,3.25,3.5,2.0,-0.5,16.0,26.0,27.0,21.0,23.0,54,40,48,148,156,124.0,68.79863056333646,1
6.0,6.0,6.0,5.0,4.0,5.0,3.67,0.0,1.75,3.5,-1.0,0.75,17.0,26.0,25.0,23.0,23.0,60,40,46,160,166,137.0,86.99424214130097,2
6.0,5.0,3.0,5.0,3.0,4.0,2.67,2.75,3.5,2.5,3.67,3.75,25.0,24.0,23.0,19.0,27.0,52,46,46,150,150,122.0,65.59290382819795,1
4.0,0.0,6.0,6.0,2.0,4.0,1.67,5.0,3.75,5.0,3.33,3.75,21.0,35.0,38.0,30.0,29.0,50,50,46,150,146,117.0,60.65592903828199,1
5.0,4.0,6.0,6.0,6.0,3.0,2.0,1.5,2.5,3.0,5.0,4.25,31.0,30.0,25.0,32.0,30.0,52,46,42,150,146,122.0,63.632119514472464,1
7.0,8.0,6.0,4.0,6.0,5.0,3.0,1.25,4.0,4.0,3.33,4.0,23.0,32.0,28.0,23.0,25.0,56,52,46,164,158,130.0,80.75785869903518,2
6.0,4.0,4.0,5.0,4.0,3.0,1.67,2.5,2.5,3.5,-1.0,0.75,17.0,26.0,25.0,23.0,23.0,54,38,46,146,154,124.0,66.89231248054777,1
6.0,2.0,2.0,4.0,6.0,7.0,-0.33,0.75,3.75,3.5,1.0,-0.25,36.0,25.0,40.0,39.0,36.0,54,40,44,148,152,122.0,65.64737005913477,1
6.0,3.0,4.0,6.0,7.0,6.0,1.67,2.5,5.0,-1.0,3.67,-0.5,23.0,31.0,29.0,21.0,20.0,56,42,46,154,158,129.0,75.53299097416745,2
6.0,3.0,4.0,7.0,5.0,1.0,4.0,3.75,-2.0,-4.0,2.0,3.25,27.0,25.0,30.0,34.0,24.0,54,44,44,152,152,126.0,69.880174291939,1
3.0,0.0,1.0,1.0,1.0,1.0,1.33,1.0,4.25,3.5,4.33,3.5,16.0,21.0,25.0,24.0,21.0,38,48,46,124,122,94.0,23.163709928415813,0
9.0,9.0,9.0,9.0,7.0,6.0,4.0,2.0,5.0,3.5,4.33,5.0,29.0,36.0,32.0,28.0,25.0,42,54,42,138,126,104.0,37.55835667600374,0
3.0,2.0,6.0,6.0,5.0,3.0,0.33,-1.0,0.75,0.5,1.33,0.5,19.0,22.0,27.0,29.0,16.0,52,36,46,140,150,120.0,59.772798008092124,1
5.0,2.0,2.0,1.0,2.0,3.0,1.67,-1.25,2.5,0.0,5.0,1.25,13.0,27.0,36.0,32.0,25.0,42,40,48,124,132,102.0,32.8275754746343,0
3.0,5.0,7.0,6.0,4.0,2.0,-0.33,0.25,2.75,1.5,1.33,2.75,15.0,24.0,30.0,25.0,18.0,52,40,48,144,152,120.0,62.60504201680673,1
3.0,2.0,1.0,5.0,4.0,4.0,-1.67,4.25,1.75,1.0,2.0,2.5,12.0,19.0,28.0,25.0,20.0,52,40,48,144,152,120.0,62.60504201680673,1
8.0,5.0,7.0,4.0,6.0,3.0,1.33,-2.0,3.5,4.0,4.67,4.0,24.0,16.0,27.0,34.0,24.0,50,50,46,150,146,118.0,61.251167133520084,1
5.0,6.0,6.0,3.0,3.0,5.0,1.0,3.25,3.75,5.0,5.0,3.5,20.0,22.0,36.0,28.0,24.0,52,50,48,154,152,122.0,68.42514783691254,1
2.0,3.0,6.0,7.0,4.0,4.0,1.33,2.5,4.25,3.5,5.0,3.75,30.0,26.0,31.0,23.0,24.0,56,48,46,160,158,130.0,78.9060068471833,2
2.0,3.0,5.0,7.0,2.0,3.0,2.0,0.0,-1.0,-1.0,4.33,0.25,24.0,17.0,13.0,24.0,15.0,48,40,46,136,142,114.0,50.42794895736073,1
3.0,4.0,5.0,6.0,2.0,4.0,2.67,1.25,2.0,4.5,1.0,2.25,24.0,17.0,23.0,34.0,19.0,52,42,44,146,148,121.0,62.165421724245256,1
7.0,3.0,5.0,7.0,7.0,3.0,0.0,0.0,2.75,2.0,2.0,2.0,20.0,15.0,27.0,21.0,32.0,52,38,46,142,150,118.0,59.50824774354186,1
3.0,3.0,2.0,1.0,6.0,5.0,0.0,-1.25,5.0,5.0,1.67,5.0,22.0,24.0,36.0,24.0,29.0,50,48,50,148,150,116.0,61.09554933084345,1
5.0,4.0,5.0,4.0,7.0,5.0,-1.0,-1.0,1.25,-2.0,1.0,-0.25,23.0,26.0,24.0,15.0,14.0,54,36,46,144,154,124.0,65.96638655462185,1
5.0,6.0,5.0,2.0,3.0,3.0,-1.67,5.0,-2.75,-5.0,-3.33,2.5,17.0,23.0,16.0,27.0,21.0,48,40,44,136,140,112.0,48.25708061002179,1
6.0,4.0,6.0,6.0,3.0,1.0,-1.67,0.0,0.0,0.0,5.0,-2.5,28.0,13.0,17.0,24.0,20.0,50,40,44,140,144,118.0,55.641145347027695,1
2.0,3.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.5,4.0,3.25,23.0,16.0,26.0,23.0,17.0,48,44,48,140,144,114.0,53.26019296607532,1
4.0,2.0,5.0,2.0,2.0,2.0,-1.0,1.75,1.25,0.0,3.33,-2.0,17.0,26.0,24.0,32.0,14.0,46,38,44,130,136,109.0,41.732804232804234,1
3.0,5.0,6.0,2.0,3.0,3.0,-1.67,0.0,3.75,5.0,5.0,2.5,17.0,26.0,24.0,32.0,14.0,46,46,44,138,136,110.0,46.03174603174603,1
4.0,0.0,3.0,4.0,4.0,5.0,0.67,-2.25,0.75,-3.0,0.33,-2.0,17.0,13.0,23.0,31.0,16.0,52,36,44,140,148,120.0,58.79240585122938,1
7.0,5.0,7.0,8.0,5.0,4.0,2.67,2.5,4.0,0.0,5.0,4.75,33.0,31.0,36.0,27.0,34.0,54,50,42,158,150,125.0,71.08232181761593,1
5.0,3.0,4.0,4.0,3.0,3.0,-2.0,-1.25,1.5,2.5,1.0,0.0,26.0,17.0,25.0,22.0,18.0,48,36,44,132,140,112.0,46.40522875816993,1
7.0,3.0,5.0,2.0,8.0,5.0,2.0,1.5,3.5,-2.0,5.0,4.5,18.0,28.0,34.0,35.0,21.0,54,46,46,154,154,126.0,71.78649237472767,1
5.0,0.0,4.0,7.0,4.0,3.0,0.33,-1.5,4.25,3.5,3.67,4.0,28.0,20.0,17.0,26.0,17.0,50,48,42,148,142,117.0,57.76921879863057,1
4.0,1.0,3.0,5.0,5.0,6.0,3.0,1.75,3.75,0.0,2.33,4.5,23.0,28.0,21.0,16.0,23.0,52,44,46,148,150,121.0,64.07173980703392,1
7.0,4.0,3.0,6.0,6.0,5.0,3.0,1.25,3.5,2.0,2.0,1.0,21.0,28.0,20.0,37.0,19.0,56,40,44,152,156,129.0,73.62667289137877,1
3.0,0.0,5.0,5.0,6.0,2.0,0.33,1.0,1.0,3.5,2.67,0.5,26.0,17.0,24.0,25.0,15.0,50,40,44,140,144,117.0,55.04590725178961,1
4.0,4.0,7.0,6.0,7.0,5.0,0.33,0.75,2.5,1.5,-1.0,1.25,30.0,29.0,27.0,32.0,31.0,54,36,42,144,150,122.0,62.815126050420176,1
6.0,5.0,8.0,5.0,8.0,6.0,4.67,0.25,4.25,-0.5,4.33,5.0,25.0,28.0,31.0,21.0,28.0,52,52,48,156,152,124.0,70.54154995331467,1
6.0,5.0,5.0,5.0,6.0,6.0,1.67,2.0,2.0,2.0,5.0,4.25,18.0,32.0,38.0,36.0,29.0,58,44,46,160,162,134.0,83.2477435418612,2
6.0,1.0,2.0,6.0,3.0,3.0,1.33,3.0,2.5,2.0,2.0,3.0,19.0,15.0,15.0,10.0,17.0,46,40,46,132,138,108.0,43.04388422035481,1
5.0,4.0,7.0,5.0,3.0,5.0,1.67,0.5,4.5,5.0,4.67,2.75,32.0,28.0,29.0,26.0,30.0,52,50,44,154,148,122.0,66.46436352318706,1
8.0,8.0,7.0,8.0,6.0,5.0,1.67,0.0,5.0,2.5,5.0,5.0,31.0,16.0,19.0,18.0,17.0,48,48,44,144,140,114.0,53.15126050420169,1
3.0,5.0,4.0,4.0,7.0,6.0,1.67,0.0,5.0,5.0,5.0,5.0,26.0,31.0,21.0,23.0,27.0,54,52,42,160,150,126.0,72.60348583877997,1
5.0,2.0,8.0,6.0,4.0,1.0,1.67,2.5,5.0,0.0,5.0,-2.5,27.0,34.0,31.0,24.0,28.0,48,44,44,140,140,114.0,51.299408652349825,1
4.0,4.0,7.0,7.0,2.0,3.0,1.0,2.75,1.0,5.0,5.0,2.25,28.0,27.0,24.0,17.0,29.0,48,46,44,142,140,114.0,52.22533457827575,1
